1,1,\N,\N,\N,g,5.949909427795377,0,\N,-0.162333664786614,1100182716417,\N,\N,6201.999999999494,19905.000000000076,340.9046986977737,-9.301033865164452
1,0,\N,\N,\N,g,5.949882160468197,0,\N,-0.16233101286884233,1100182716418,\N,\N,6231.999999999929,19908.000000000022,340.90313639500766,-9.30088192146852
1,1,\N,\N,\N,g,5.949847630890591,0,\N,-0.1623337522434946,1100182716419,\N,\N,6269.999999999645,19904.999999999905,340.9011579959425,-9.3010388760746
1,0,\N,\N,\N,g,5.9498003677910996,0,\N,-0.16232933441354808,1100182716420,\N,\N,6321.9999999990905,19910.000000000073,340.89845001981496,-9.300785753064057
1,1,\N,\N,\N,g,5.949759459606867,0,\N,-0.162320423046329,1100182716421,\N,\N,6367.000000000127,19919.999999999785,340.89610615351086,-9.300275169332712
1,1,\N,\N,\N,g,5.949545006846459,0,\N,-0.16233417173145112,1100182716422,\N,\N,6602.999999999811,19904.999999999975,340.8838189154346,-9.301062910964065
1,1,\N,\N,\N,g,5.949087885886652,0,\N,-0.16233388081520803,1100182716423,\N,\N,7105.999999999822,19905.999999999865,340.8576278137106,-9.301046242691143
1,0,\N,\N,\N,g,5.9490588033897405,0,\N,-0.16233302137179453,1100182716424,\N,\N,7137.999999999822,19907.00000000017,340.85596150937994,-9.30099700021082
1,0,0.4324519039934753,2.648001321952086,2.4973116671398383,g,5.948811596703226,0,\N,-0.16232167473982537,1100182716425,25.942704506052564,0.17731437106540784,7410.000000000215,19919.99999999993,340.8417976095752,-9.300346886087299
1,1,\N,\N,\N,g,5.948726186401783,0,\N,-0.1623343366552319,1100182716426,\N,\N,7503.9999999991505,19906.000000000124,340.8369039597756,-9.301072360400644
1,0,\N,\N,\N,g,5.948332674683422,0,\N,-0.16233301514425227,1100182716427,\N,\N,7936.999999999829,19907.99999999999,340.81435739912456,-9.300996643398932
1,0,\N,\N,\N,g,5.948307231554941,0,\N,-0.16233573544166569,1100182716428,\N,\N,7965.000000000104,19905.000000000076,340.81289961524504,-9.30115250495974
